image_id,class_index,class,background,perspective,family,family_name,level,fragment,candidate_rank,dense_floor,candidate_sha256
563,3,4,3,2,2,resize,3,2:3,3,1,4335d85ce3f66229dbc6aabb396e038bec03bfc6626579bf3e7d1446883b42d0
553,3,4,3,1,2,resize,3,2:3,4,0,442d0abdea8d482c8a80634c9bcd8d024852ae417a5cee0b20b58a172891e8b1
513,3,4,2,2,2,resize,3,2:3,5,0,51047414152c55eb78ab43cfda818d4b68dedf5fdbb53a31513f7bc1e59535da
453,3,4,1,1,2,resize,3,2:3,6,0,55b775092cd8e72e3c0fc963f23ad904a00c49fd9a42f2e39df047bad0533e78
573,3,4,3,3,2,resize,3,2:3,7,0,5dffdb1f75b42415125c94440be8a0e10ffe07342829c643f63c4445592cf5d9
543,3,4,2,5,2,resize,3,2:3,8,0,82da0ed907dd544556af57207da557242a9bdc64eebaa6cbbf5957ca17b5b704
503,3,4,2,1,2,resize,3,2:3,9,0,94d9bab075e120e3af4ab7661a3ce3aba8673cac597d901699da5eeaf1a7ce97
523,3,4,2,3,2,resize,3,2:3,10,0,a51b1c04c9735a03d71cdf9e097aa0b0b6b1a1ce9af25afec02b80677b551ae3
463,3,4,1,2,2,resize,3,2:3,11,0,c2279a586ad095c739c861d69066cd04c2526d6411ed18741001df087d45a1f5
473,3,4,1,3,2,resize,3,2:3,12,0,d02aa2156154f7c57e9e31a1bb9197595964ff649073f73795634009d414b345
583,3,4,3,4,2,resize,3,2:3,13,0,d86d37b69bce06e03aadbddf8860029c6a629178cb12add58441fb154b8c55a9
533,3,4,2,4,2,resize,3,2:3,14,0,dc09e1985ddfef440a3c20eb004b991a0038dcc9d265061b534abbf2e57c45ef
483,3,4,1,4,2,resize,3,2:3,15,0,ecf9f807e3bd7d5cf7b52c7b93c8c51e3e497b46eb73e018fce25f76f56892b8
564,4,5,3,2,2,resize,3,2:4,1,1,075bde67673949d93919271ab25402cd3435de52db0edc02238c717b6058f306
544,4,5,2,5,2,resize,3,2:4,2,1,07efdb194df70921f1ebb821075b6190e50ef8e24e2d7b4806c0d748cec1a5fc
464,4,5,1,2,2,resize,3,2:4,3,1,0c75b7142caac345c1ebd611a84f9be873f0667ed6fd8bc45bd7068e042f6f01
594,4,5,3,5,2,resize,3,2:4,4,0,139a4294403d8a59e21bc3a19dc3d079def0f10e8c03237e9c0d62a5e8143d19
454,4,5,1,1,2,resize,3,2:4,5,0,27b737928891232315d043efca924d4c8f496ac16f53eaff8abed31bccac6b8b
494,4,5,1,5,2,resize,3,2:4,6,0,2f94628a8abcfbee6b6865c87bb2cf3619812101bc166d4e8bceeca4e8079498
554,4,5,3,1,2,resize,3,2:4,7,0,77ddeb3926289cbef4f229cc2efe60dbac24baa086150eb0d224adb52afe2f8f
484,4,5,1,4,2,resize,3,2:4,8,0,9de714c6cef81ade95328f18c5629166a1207e1eeb1f2714b137ecf810768b88
584,4,5,3,4,2,resize,3,2:4,9,0,be791e95039b676408349259e0e60eef7f775ae40faf22382699c91f9d8f8d96
504,4,5,2,1,2,resize,3,2:4,10,0,c52e721508d5695b664cb3ed5b0e442b3d27fe361c6faaa12132f32792e33acb
524,4,5,2,3,2,resize,3,2:4,11,0,cc3420cd79935fd7f52d2e4b613a787b581258c485a62b8a9ef5c2b08524258a
514,4,5,2,2,2,resize,3,2:4,12,0,d67ffe68b7fb1327b1c9478eccb1ec94f2cae7770529f2717abcd71a7e5f4ba3
574,4,5,3,3,2,resize,3,2:4,13,0,e823035e5cb24f9af244b7869989591536845855d00c50ab9a778948b2b3c3f6
474,4,5,1,3,2,resize,3,2:4,14,0,ea8e125044014feff4193cdf50cbcaff9ac3b7f85faf8bf09adfee430d3939f5
534,4,5,2,4,2,resize,3,2:4,15,0,f222f9fd76a03e3e64d07c3be0edb4c1ebdc79b1112f137bd5b3ab66200237ee
595,5,6,3,5,2,resize,3,2:5,1,1,045db0073aa5b57d2f2ddbfd5fe2a0f60c09ed1afff83f07e9d805ee32c513aa
455,5,6,1,1,2,resize,3,2:5,2,1,07c8049d24e6bc276f0e8b9706217599a3bef76fb2a6ff8266e69db1141b05f2
585,5,6,3,4,2,resize,3,2:5,3,1,0addfd1705eb118e4a19348e9cc44758ee7bed8396cb7bb3d1b63bb4a9337652
515,5,6,2,2,2,resize,3,2:5,4,0,0ae27ad648b7baca26844064ed1aaedaf6196808b47915cc9da4e8361d3093d8
505,5,6,2,1,2,resize,3,2:5,5,0,168646ac0bb4521d44d835a3f70e0332c0f2c9d55dac61dbd66e745c96a014f3
475,5,6,1,3,2,resize,3,2:5,6,0,3b3bbb38eca9a645a472b3a1ba87b2c6c63b47fa46179230e4e3966d5c8431fb
535,5,6,2,4,2,resize,3,2:5,7,0,4e27c947429ae56912536394e67c963e0b387c0c33a274a3c0b622698f4a0611
545,5,6,2,5,2,resize,3,2:5,8,0,7543ed893b355d35319305ef99e5b59bcb780c35cd5969e0a5462c409fe3c997
565,5,6,3,2,2,resize,3,2:5,9,0,7672df7116d2785b41b1831b6d71a34ea1e0b65158124d2f233e4b5bbd50a018
485,5,6,1,4,2,resize,3,2:5,10,0,8a74973fb6da1541fea4c1199b57629beacd539a674c66342794f4a3147039fd
525,5,6,2,3,2,resize,3,2:5,11,0,bd49fd69948d3ce6564135ff1465594f29b9698ae3c804f77ba81e4b02787b7d
555,5,6,3,1,2,resize,3,2:5,12,0,c26d375a97ae2ef7c1802df8194764cd971de48daec25c0748a5fe704b33b30e
465,5,6,1,2,2,resize,3,2:5,13,0,de16ed0ce66914ccc649c9bd317adc2dc7755876cb3fba2354d282b5c798cdbf
495,5,6,1,5,2,resize,3,2:5,14,0,e6a43f153da24ba9f7186d36314b2579eaafc3c39e0aa29120ff6ff14dac3d78
575,5,6,3,3,2,resize,3,2:5,15,0,fe4bc2baa11d8ac6d767a19eb02615f812178ab982bc01ebebc56b06db749e2c
516,6,7,2,2,2,resize,3,2:6,1,1,00227bf5ef3fdd0f8ee18ab67f3314b144f02d6f1c824af9bc4f867975f080cf
556,6,7,3,1,2,resize,3,2:6,2,1,0a5ba03e0f3b1169374b4595339061c3284a41d9c5e5f8800c24555924f5c7a4
596,6,7,3,5,2,resize,3,2:6,3,1,0f37df80b2cb81493bca486b4f1a76e38793bdf7891f3990569cb27779b92022
586,6,7,3,4,2,resize,3,2:6,4,0,25920eb9f5ec1d9344c8df0536e83815744e7a3979bc916af805f12b69f6ea87
576,6,7,3,3,2,resize,3,2:6,5,0,269796a1cf31f68ca150d673f2c87a05e760f01efe0516207aff9e0ceed71acd
526,6,7,2,3,2,resize,3,2:6,6,0,3001daef7c238137520b689b2bd454b616b5edeb973acc7a6614cf5e6e228436
546,6,7,2,5,2,resize,3,2:6,7,0,4a157cd5acddd78d9b31677a1146953a3a40ca485a1f80d4af0e43f6c85c93f8
566,6,7,3,2,2,resize,3,2:6,8,0,5b5bbc7ef6e42d95b35528c3b4845ca1272522edabb14ddd3509555eaec334a2
486,6,7,1,4,2,resize,3,2:6,9,0,64e41c9375266aeb32659e4bdd0f587bb0300d642fca089529888d8a64ce08b1
456,6,7,1,1,2,resize,3,2:6,10,0,6e227ea0b272240b9107985d1bdd0dcd8a3b07306a25e15a8ec76393ad80a335
536,6,7,2,4,2,resize,3,2:6,11,0,8fef2ed544cba13de5770dd88c775539bffc8282139fabb611ea7c551933e2d9
476,6,7,1,3,2,resize,3,2:6,12,0,b32ee25e7783f30aa7c7be8f2778f0aff97155dd235c700fad16441eab77435b
496,6,7,1,5,2,resize,3,2:6,13,0,b9dce0ae655cedc250b12fbbfa9c11bca108799b081a17d4ec4365f1b5ad2cce
506,6,7,2,1,2,resize,3,2:6,14,0,cbd4d770e2f362238b6c1dc3a2fa715eb165477b60b62fd9184dc7d4b80865aa
466,6,7,1,2,2,resize,3,2:6,15,0,db5e322990ce378dd2aeee2c15c384899107a206ca477129fcd06f02760f16e9
547,7,8,2,5,2,resize,3,2:7,1,1,0cc2ece1d3d4561d20af25a32ac9da8515b58f2c36ba466159025230daa90b67
467,7,8,1,2,2,resize,3,2:7,2,1,0e44baddb2158f61ae0c5a185e878920e2fca9c5c0fa2e9f2747c3a654870cf5
517,7,8,2,2,2,resize,3,2:7,3,1,10b173802b2d851c9d3ae1c6823c850967e247ef905045d94204996b60ed0381
457,7,8,1,1,2,resize,3,2:7,4,0,2cba2bf95f7d9da224e0fa79c559b894f578533fbec20295229ed0612646b161
527,7,8,2,3,2,resize,3,2:7,5,0,2e67c4fd051072e97517fdc0143aeff153a550e65e02fa140443024b310874fa
597,7,8,3,5,2,resize,3,2:7,6,0,4033a22304f9f6713d236e05d5e416aeaa0ac7ba992ddab72eba392abd40739e
577,7,8,3,3,2,resize,3,2:7,7,0,541004f0f881932608d002731b725d186872966fdf0dad3dbe58046eaf545d52
507,7,8,2,1,2,resize,3,2:7,8,0,60fb2e162193502252e73db4aa3fe9ff1fd83b355334504f651b312f57acde0c
497,7,8,1,5,2,resize,3,2:7,9,0,7ed3d216faf962377b10db40df68c688b2a3b30ca7bff8e5f51587f3a992bbf1
537,7,8,2,4,2,resize,3,2:7,10,0,7efdf690dc1ea63628ae6a9b16fd80a50b499438b5418b9ac099162d4354c140
487,7,8,1,4,2,resize,3,2:7,11,0,a09ef1e0f68736434dd652562c782c97c0c6583926a6e4cc746820f9da92737d
587,7,8,3,4,2,resize,3,2:7,12,0,a0baee7d3cf3202cd59cb2ccfe5f2ae7ff92704ba88669954dd459169245c9ed
477,7,8,1,3,2,resize,3,2:7,13,0,ee623290b292bfad470694218349200aceda4953ab6bdb3f1ffaae0c56ad337f
567,7,8,3,2,2,resize,3,2:7,14,0,efbb8dd56be52d2ada33891004b120b33d3775e5de89f1a0c51b7d04422def74
557,7,8,3,1,2,resize,3,2:7,15,0,f029473a0abf2b66e2a9c94cfad691c8c3f7300c5cf5ce783a86b98e1fea5628
488,8,9,1,4,2,resize,3,2:8,1,1,21cb480b7c3c240dfdfed8c68c56064e7e9a63405cef162de0299b848aca694f
518,8,9,2,2,2,resize,3,2:8,2,1,27c9e8b9b46eaf476ca859bf43cedb1b3e196cd9c98ce91cc0f8a4cfcb789fc0
528,8,9,2,3,2,resize,3,2:8,3,1,39da5f7b687f98e1b525c8ea16f07753ae92dc2b748bfa24b62b20f3f89727b5
508,8,9,2,1,2,resize,3,2:8,4,0,52b48fe54014034a6f7a63fd281028205f8a28e306a71df856bfe8ef9f28bceb
558,8,9,3,1,2,resize,3,2:8,5,0,5bae1d60e93cb1991bde8aea1d5aecf217c38a18a3dd932bce8e36578b1b084f
568,8,9,3,2,2,resize,3,2:8,6,0,5bbef627b18214118e6ea71452d8ff8452e2f372722f8ee66076ffa859760b7e
548,8,9,2,5,2,resize,3,2:8,7,0,5f7fe0964bf3546ac023c2b93f7f3d83f214b4b7e397fb4fcdde69e626556844
498,8,9,1,5,2,resize,3,2:8,8,0,74fa7718ad74365eab2b60d6d93a4d65a76dc0e6b5ab434c81641bebbb821d62
468,8,9,1,2,2,resize,3,2:8,9,0,7e0744bc3b8b8a5864b231ac34d6d1ae9a76fb914b2827d8d24d3fddf371194f
458,8,9,1,1,2,resize,3,2:8,10,0,8c5cd6283f4aa66aa1970df3bfa6eae3ca5affbfb9c5db1a10c70e67c5658745
598,8,9,3,5,2,resize,3,2:8,11,0,9471b43c3f823ea0add0f1c4ebe48ccb77f8c4d9901a586b5164e2d4aeb950a2
478,8,9,1,3,2,resize,3,2:8,12,0,c1abb8b26bb375a741b530eb4e9bcc7bd48b2c6f81da6d5870f4c1662213580b
578,8,9,3,3,2,resize,3,2:8,13,0,de6095b31a896fa58c08a49f017c3960bc4ac6e97bed856928d6264068243aa0
588,8,9,3,4,2,resize,3,2:8,14,0,dea4c9569021ae4c0e2a15ba8826ba6b8c4b9c1a3f9727cbeb6a8f33970167e6
538,8,9,2,4,2,resize,3,2:8,15,0,fc7a1e24942f2297a9e8bbbed6e3a6c05475c4fd78062177cf9c689d0647ea2a
549,9,10,2,5,2,resize,3,2:9,1,1,0ecd3fbf76b61d50f4703a9d7029000cf527ab82ebb63ffa9790f9ee00a4c32f
459,9,10,1,1,2,resize,3,2:9,2,1,5fea088c9b0ac281483d9698bb6a8564788b8ddaf6a43038e0013ed77a83fb5b
579,9,10,3,3,2,resize,3,2:9,3,1,7288385498aa81359b7b003a36b4d1731dcb1200940611c5ea61b6fd028390ad
559,9,10,3,1,2,resize,3,2:9,4,0,7402b6f24f30c8d83539cec3fe0111c8ffd7585ec86ca444652f62546863b28c
519,9,10,2,2,2,resize,3,2:9,5,0,753fae9cb58a258ecd47a004d89fbab36fca82f460ed54fa3d579d9fa9f0a85b
489,9,10,1,4,2,resize,3,2:9,6,0,80555d72b0f9c3edcc9abdbaaff1ff6a59afea40a16747f77a812d8d53cee6cc
479,9,10,1,3,2,resize,3,2:9,7,0,8297ec938919fd7b873394501d83be29128e200c938ee739233b4340b4014158
589,9,10,3,4,2,resize,3,2:9,8,0,87407e3abd9295545869c75b84484937659fba311b735a747910d59ff9e6f85d
469,9,10,1,2,2,resize,3,2:9,9,0,8cee1af1a9922838c07caf202914a5eef4e89bba88e81925e00f4e180fc2034b
499,9,10,1,5,2,resize,3,2:9,10,0,93aeed810ec2e44eaeb968cf41ed7dc4dae8ff91d009679d6ee3bc1380fb823c
529,9,10,2,3,2,resize,3,2:9,11,0,978d3311c31fa1dce42e6fbb1854c7dd4f212bd2039f8862dd3bdb9fe0cf9de4
599,9,10,3,5,2,resize,3,2:9,12,0,d9ef4a099387047ccc1e40b419e548b8827e57f2dac9b01d0378d3837afb6030
509,9,10,2,1,2,resize,3,2:9,13,0,da997ca05f51b481ad9730bf44f9345c79c1ffb81d330b294ed92ee1b4880c81
569,9,10,3,2,2,resize,3,2:9,14,0,e90c8194554778bb11dfad6352c4f34c7729b4da35f7e07db3a81a13b7d20b74
539,9,10,2,4,2,resize,3,2:9,15,0,fd9b1b0d142cc35f06243473be6a3dee6734fdd9f8e75ad228990d0a1603633a
2990,0,1,3,5,6,contrast,3,6:0,1,1,046f73625f7108d61917fed25d3510f359478e4c89ec32e07e9a1aa0700cc839
2910,0,1,2,2,6,contrast,3,6:0,2,1,227c2e5e31f1b6e1e1ee129f719b20f8e53a45b3f7475d41aeb24a7c532d743d
2930,0,1,2,4,6,contrast,3,6:0,3,1,31fe5ff2b0453a21197d74ca544821f903f9a988e89b123a3b26bfca61e24e22
2960,0,1,3,2,6,contrast,3,6:0,4,0,3cd6fd8893683d53bd5f6c32aafa592866781133b59272440eb890e61d6f8780
2850,0,1,1,1,6,contrast,3,6:0,5,0,50841ac3ecd2ccf7ef5d5b1a07f7480cc9da0574aa055bf26136cc1d8b15b7f0
2880,0,1,1,4,6,contrast,3,6:0,6,0,82c732cab2432e7124b8d3344d5613ae9f3583817a159c0ae9587061b68d399b
2970,0,1,3,3,6,contrast,3,6:0,7,0,86bb359828792f7b96316d99fb6966479f24a6e483208940fff8e5c1d9af3f41
2980,0,1,3,4,6,contrast,3,6:0,8,0,94c480873e3ae59ea9dccf6039767e397bd9fa94641004a31a6e6a1e69b07f33
2920,0,1,2,3,6,contrast,3,6:0,9,0,9e40ee8b496e4456a1eaaec6703c6d381179e06514b34f3dbad2761f5385f5cb
2900,0,1,2,1,6,contrast,3,6:0,10,0,a8614adfca19498529d3d54910c45089c0637f5d5ec54163a1bef30c7ab22272
2940,0,1,2,5,6,contrast,3,6:0,11,0,be000d6bee54204daae439a4471d1fe2424cb24564995c9b832fbfdbcc9c5e34
2950,0,1,3,1,6,contrast,3,6:0,12,0,c1bcbc8e1f3213388a5d08606fca970f8dc92a129beae1af521a7c43d1d5a32a
2870,0,1,1,3,6,contrast,3,6:0,13,0,cc1259c350d2fdba91521e7917f7bdd9251f62339a092a841137881252c49a60
2860,0,1,1,2,6,contrast,3,6:0,14,0,daf93bd18c7128428d844ff204a734f0048b1bb6e2b8abca0c664838f6a010ef
2890,0,1,1,5,6,contrast,3,6:0,15,0,ed264f7280bdea1859cbb3f96165fe68280e38d0f97a0c09976404f193699928
2911,1,2,2,2,6,contrast,3,6:1,1,1,2990f3213b8ce40298ec2c07775b150a677999076421c09f902a2235f186fb96
2881,1,2,1,4,6,contrast,3,6:1,2,1,5855b7aae7cdaca91a86dffefddc7a20d81dd01f78397e84669eec589f212b10
2981,1,2,3,4,6,contrast,3,6:1,3,1,5d0e3bae16e5423cc1ff0bd703fd0b6977a747d562237b67c51475c87fd0b81d
2941,1,2,2,5,6,contrast,3,6:1,4,0,685da2dc0d87fe0ba1b6b7b5da6241bcd90b2205cb7f515f29ffc20b7c043e56
2861,1,2,1,2,6,contrast,3,6:1,5,0,778376ea2ec4358de69b9c45ad46c55f6b264d52f5f3956ab1ef870a0262057e
2921,1,2,2,3,6,contrast,3,6:1,6,0,801981514761f10c0602f58e796a243c53eb8ef1ecf8a43d6d507ef2eeeb6b07
2931,1,2,2,4,6,contrast,3,6:1,7,0,90b85c5f152e385013d65679e0735ab05768f756a5ef7733c1f828d549fc2c61
2971,1,2,3,3,6,contrast,3,6:1,8,0,91b02d23aebd62f3dd7f49187a30cc75e9177f115adf648a9149d6255745b785
2951,1,2,3,1,6,contrast,3,6:1,9,0,a214ffbdd2a804b141df7f16a8d19d11498056ccafdd96cbd17ac1914f654c26
2991,1,2,3,5,6,contrast,3,6:1,10,0,cda8b0eceee22439f846232dd7eab11fa586cca3d95913ad6a631081b2d3f0ab
2871,1,2,1,3,6,contrast,3,6:1,11,0,e41171cad025000f4fa32ff51edcdbdade96804f796b07fc8e4575ba23757002
2891,1,2,1,5,6,contrast,3,6:1,12,0,e49e35faf490b086eee654165ef141bc1ec3105c41438b912388c8982901b1ba
2961,1,2,3,2,6,contrast,3,6:1,13,0,e658c912b425212d6aafd30a3ef8c50b4280f45d9fb9567da17acac6e76945ae
2901,1,2,2,1,6,contrast,3,6:1,14,0,e8bcdeda1d434eb28e6fc5945867ddb81fe69a892813dcbed3b38b37a6681b50
2851,1,2,1,1,6,contrast,3,6:1,15,0,f9327b51d853f0de63b0281d0f50727f51f8c57aa635c8b246191d0d11bbf34a
2962,2,3,3,2,6,contrast,3,6:2,1,1,04d3d83f53941574708875c7b2ef8f3dc7972ce929ae033a123f2fee3fd77323
2882,2,3,1,4,6,contrast,3,6:2,2,1,0e80d9c7c240f6a06e5a7d049fcb53e83ae76642c5c01706006cfa357014a373
2912,2,3,2,2,6,contrast,3,6:2,3,1,1e125ce35ebbb62c65a38f319ff324a1c1c936e7e386721f427fb20ed8fddefd
2892,2,3,1,5,6,contrast,3,6:2,4,0,27cd6a19b2a93d1867770d16f1ef270a6c1ae9139d95ea8873e8672eb8cbb240
2922,2,3,2,3,6,contrast,3,6:2,5,0,461e3ba046978c953b40c7f12aa65c4148e0eea6ce935c15bdbe2b814e90e176
2982,2,3,3,4,6,contrast,3,6:2,6,0,628fb38c4dfccfeb13828ac209ca467fbf03e04497c7a18488c4aee63b19154c
2862,2,3,1,2,6,contrast,3,6:2,7,0,7a244bd76fc6af95d02c4961bf16c1dea9e21785c267ad16094aa523e7d180a1
2872,2,3,1,3,6,contrast,3,6:2,8,0,a9d39c6a8e869d72e936d625080bc422b51b4d7e841be83e98b0aef075600608
2902,2,3,2,1,6,contrast,3,6:2,9,0,be11d81e4da069ff7b7221f6834ad46ae722adafe6f039fad9eb5c84b6702c76
2992,2,3,3,5,6,contrast,3,6:2,10,0,cb1153e483416f383c85f4611df7e380e8b8a4847d88715216c43618fbd294e2
2852,2,3,1,1,6,contrast,3,6:2,11,0,d581afbefd6b3e8dbc6a3006933b38b1aec41a4125e59477cab9cc37d2cecd3b
2932,2,3,2,4,6,contrast,3,6:2,12,0,d77e5fb84412e3a94050c6f245d656dbc2038cbb1d3605f98477f4699fa9dd53
2972,2,3,3,3,6,contrast,3,6:2,13,0,d9968d006b0f783311594e352284a0d5a5a00abeab7a9144b90046130f107cfa
2942,2,3,2,5,6,contrast,3,6:2,14,0,f460504f302bfbb8b278686eb584df4fca9292615b095677753651192bdd4c87
2952,2,3,3,1,6,contrast,3,6:2,15,0,f8f5506fadbe81642d743802174140975696938097a84665d9fd865403266ea0
2853,3,4,1,1,6,contrast,3,6:3,1,1,188af4bf556ae91f5eef1e20f36a6a1b7d1092352d911197de19fc2ecc45bd59
2983,3,4,3,4,6,contrast,3,6:3,2,1,1b510c9a89ee909ba35072f00963d74d75f9cf12a7da2929241869f7d29ba864
2953,3,4,3,1,6,contrast,3,6:3,3,1,2e44aa20fd66998523bb40c81b1534f0af5e44f6166adc234e4f2410e0641056
2863,3,4,1,2,6,contrast,3,6:3,4,0,348dc7f5b5bb9b8aa86219711e656937dd461255ec15a0985afc135e8e9fb941
2923,3,4,2,3,6,contrast,3,6:3,5,0,504d811da2083963b7909ac27b69f3c8f833226179da7c48e2f60964ae6e782d
2903,3,4,2,1,6,contrast,3,6:3,6,0,5dbaea7725274f1a85ff416dc4ba093d46a40dc00d2a8366a6916a4d3a16dda9
2913,3,4,2,2,6,contrast,3,6:3,7,0,6e4f8d6589d3313d8d1f37cd6bd1aafb07b6e3411c2babda9306d0c565b1174f
2893,3,4,1,5,6,contrast,3,6:3,8,0,7916c823db2b08dd80513765d5c104bcb918324cc56dfad7bf316968bfee803f
2993,3,4,3,5,6,contrast,3,6:3,9,0,813c05bbeed6ca0e2c38ec1ed3c46d7d7e616e094110ed18ef77d84f8b8b6e47
